author,published_at,updated_at,like_count,text,cyberbullying_type,label
@nandhiniraghavan7266,2025-03-01T03:46:47Z,2025-03-01T03:46:47Z,0,"Zelensky and his cronies are crooks who have made this war a hue business opportunity for them. These crooks have already pocketed billions and would want this war to NEVER end. Zelensky has made  a fool of EU Nations and really milked Biden Administration , who themselves milked the opportunity!  Trump has precisely understood the whole that&#39;s why he is shutting up this crook! Zelensky needs to be removed for  Ukraine&#39;s survival, more than anything else!","toxicity, threat",bullying
@lostcause210,2025-03-02T16:13:00Z,2025-03-02T16:13:00Z,1,zelenskys spot on!!,non-toxic,non-bullying
@XTREMEPIECE,2024-03-21T11:44:10Z,2024-03-21T11:44:10Z,0,"<a href=""https://www.youtube.com/watch?v=FE2In6NKRN4&amp;t=327"">5:27</a> only in ohio",non-toxic,non-bullying
@Samarshukla-tb9yb,2025-03-01T06:16:42Z,2025-03-01T06:16:42Z,0,😂,non-toxic,non-bullying
@mohanmansi,2025-03-03T11:05:59Z,2025-03-03T11:05:59Z,0,"His English has been misunderstood by Vance  and he  is an ahole ,, behave yourself Vance","toxicity, threat",bullying
@avinishyaadav8705,2025-03-01T01:54:37Z,2025-03-01T01:54:37Z,0,How the people of America voted for this foolish president,"toxicity, threat",bullying
@latrieceb3619,2018-05-17T17:34:27Z,2018-05-17T17:34:27Z,0,I tell u what... U would get kicked n the mouth...i don&#39;t understand how people don&#39;t see/ feel this shit,"toxicity, identity_attack",bullying
@ankitghosh45,2025-03-02T00:06:43Z,2025-03-02T00:06:43Z,0,Damn. Never seen a leader of a country this flustered in a conversation. Zelensky’s body language shifts so drastically towards the end 😮😮,"toxicity, identity_attack",bullying
@dackyie,2025-01-09T11:15:18Z,2025-01-09T11:15:18Z,1,"<a href=""https://www.youtube.com/watch?v=0e3GPea1Tyg&amp;t=630"">10:30</a> i see nightfox",non-toxic,non-bullying
@slyngkhoi6675,2020-09-17T09:45:37Z,2020-09-17T09:45:37Z,0,Oh I didn&#39;t know that Hirthrik also is a prostitute waw waw Bollywood shame on you,"toxicity, threat",bullying
@andreamoore8892,2025-03-01T07:55:09Z,2025-03-01T07:55:09Z,0,🎉🎉🎉,non-toxic,non-bullying
@dariolendaric9918,2025-03-02T12:09:52Z,2025-03-02T12:09:52Z,0,"Excuse me but when did Trump himself gave Javelins? Didn`t Biden gave it during his presidency and now Trump is saying that Biden is a stupid president, but at the same time taking credit for what Biden has done? Double standards or what?","toxicity, threat",bullying
@RealNinjaOnly,2024-06-12T01:46:05Z,2024-06-12T01:46:05Z,0,Daaaamn,"toxicity, identity_attack",bullying
@JothamMburu,2025-03-01T09:38:14Z,2025-03-01T09:38:14Z,0,American elected 2 zombies,"toxicity, threat",bullying
@powerposevlog63,2025-01-17T11:35:26Z,2025-01-17T11:35:26Z,0,U so best season ❤️,non-toxic,non-bullying
@ImDanyyyy.,2018-02-13T15:11:52Z,2018-02-13T15:11:52Z,0,You are idiot!,"toxicity, threat",bullying
@Helene_experience,2025-03-02T00:21:26Z,2025-03-02T00:21:26Z,1,Trump is an idiot and Vance an ignorant. Problem is Trump was elected,"toxicity, threat",bullying
@Gray-df4,2025-04-10T01:28:15Z,2025-04-10T01:28:15Z,1,"No 456 <a href=""https://www.youtube.com/watch?v=0e3GPea1Tyg&amp;t=1415"">23:35</a>",non-toxic,non-bullying
@alekssekita7956,2017-05-08T18:41:02Z,2017-05-08T18:41:02Z,1,"<a href=""https://www.youtube.com/watch?v=ZJoCo-GYa3E&amp;t=224"">3:44</a> he would of heard him jumping",non-toxic,non-bullying
@mohammedmusthafaa6401,2020-02-08T11:37:13Z,2020-02-08T11:37:13Z,1,F**k you arnab <br>Trp badhao channel ki aise <br>Democracy ke liye kuch mat dikhao,"toxicity, identity_attack, threat",bullying
@sandyp972,2025-03-01T17:18:06Z,2025-03-01T17:18:06Z,1,"Trump is a historic moron, and jd doesn&#39;t even meet moron level","toxicity, threat",bullying
@exstoree,2017-03-21T06:02:20Z,2017-03-21T06:02:20Z,0,"lol <a href=""https://www.youtube.com/watch?v=ZJoCo-GYa3E&amp;t=205"">3:25</a>",non-toxic,non-bullying
@et9180,2025-03-09T02:28:58Z,2025-03-09T02:28:58Z,2,"I didn&#39;t know this Vance guy until now, but what a disrespectful, arrogant guy. Demanding to be thankful when they obviously know, Zelensky has been expressing it for many years.",toxicity,bullying
@dalecarroll3367,2025-03-03T11:49:35Z,2025-03-03T11:54:19Z,0,i like trump put think he is well wrong with this bullys comes to mind disgrace his crying about a few Mexicans what would he say if he had 2 million Russians with tanks and planes ffs,non-toxic,non-bullying
@reginap1337,2017-10-08T12:27:25Z,2017-10-08T14:07:23Z,0,"BAN Kangana from Bollywood.Put her in JAIL Solitary Confinement for lifetime for harassing a dignified person to such level that he has to come on TV to reveal the truth about that nasty lady.Kangana slapped her own dad in anger and she was proudly saying this in some interview.what a nasty lady she is.<br><br>Kangana is there on every news channel and promotional event talking and Bitching about Hrithik.If people are believing her just because she appeared in Aap ki Adaalat,then Every hypocrite in the world will run to be in Aap ki Adaalat to prove himself Holy and put allegations on others.Every one who appears in that show are not true to themselves.the worst part is no normal woman would shout out that she has a Vagina...I am a girl I know Kangana is faking since 1st day..she has no one in her support not anyone from Industry or from her parents apart from her psycho sister Rangoli.we all know Kangana&#39;s mental state since she began her career.she is abnormal and has enemies all over for no reasons.<br><br>She was in an illusion that Hrithik loves her but when Hrithik did not respond to that psycho lady&#39;s illusionary Love...she started taking Revenge on him by faking <a href=""http://everything.in/"">everything.In</a> an event she herself accepted that she has written those mails for the love of Hrithik.<br><br>What a Cool Man is Hrithik...So poised he even not speaking anything against her in this interview.He is one of the most Handsome men on Earth.Many rich and successful girls are behind him..His stardom is different..Kangana cannot be his choice ever even if she is the last female on Earth.He will prefer to stay single.😊<br><br>Thanks Arnab for doing this.",toxicity,bullying
@JeanBakula,2025-02-28T22:17:52Z,2025-02-28T22:17:52Z,0,"What a shameful American moment. Trump is Putin&#39;s puppet, and Vance an idiot.","toxicity, threat",bullying
@buccitheboxerdog6374,2025-03-01T02:58:22Z,2025-03-01T02:58:22Z,3,this is  how he is going to make america great again 😂😂😂😂,non-toxic,non-bullying
@TheBenchPressMan,2025-02-28T19:11:26Z,2025-02-28T19:11:26Z,0,Zelensky is a fool,"toxicity, threat",bullying
@Thepenguino526,2024-07-12T01:22:07Z,2024-07-12T01:22:07Z,0,Hi.so.hi.so.hi😊,non-toxic,non-bullying
@IgorKilik-q6c,2025-03-01T02:01:53Z,2025-03-01T02:01:53Z,0,👏👏👏👏👏Greetings from Slovak Republic🇸🇰,non-toxic,non-bullying
@debbtsa4457,2025-03-01T02:44:06Z,2025-03-01T02:44:06Z,1,Zelenskyy did the right thing by speaking up for his country and his people while facing these two bullies who are spreading lies and being disrespectful. This guy has always expressed gratitude and has consistently thanked others for their assistance. The two Russian mouthpieces think they are mobsters.,toxicity,bullying
@AnneFranksTrumpet,2025-02-28T19:27:51Z,2025-02-28T19:27:51Z,0,"No matter what anyone thinks of Trump, That Zelensky is an absolute baffoon who shows absolutely no respect to anyone or any office.<br>An absolute clown shoe","toxicity, threat",bullying
@kumarsagar8921,2020-08-30T16:45:24Z,2020-08-30T16:45:24Z,0,Lying person,"toxicity, threat",bullying
@Lucky99667,2024-06-11T18:21:18Z,2024-06-11T18:21:18Z,0,Mast game Hai Maja aa rha Hai dekhkar bahut achcha lag raha hai enjoy 😊❤,non-toxic,non-bullying
@jaguelo1,2025-03-02T03:43:43Z,2025-03-02T03:43:43Z,1,Zelensky is arrogant. Ukraine cannot win.,"toxicity, threat",bullying
@Burritoast,2024-02-13T01:02:16Z,2024-02-13T01:03:07Z,0,"<a href=""https://www.youtube.com/watch?v=FE2In6NKRN4&amp;t=553"">9:13</a> you have to censor the word RAPE? --- fucj you- fuckg this countrty.","toxicity, identity_attack, threat",bullying
@skordifroo,2025-03-01T06:59:44Z,2025-03-01T06:59:44Z,0,A lot of talk about disrespect and then they just talk out of turn all the time not letting him speak. IMO they don&#39;t have the cards to talk about disrespect.,non-toxic,non-bullying
@ELITELAUNCHER,2020-09-01T13:13:10Z,2020-09-01T13:13:10Z,0,They only act good with scripts and retakes,non-toxic,non-bullying
@zortom1907,2025-05-16T15:56:42Z,2025-05-16T15:56:42Z,0,Dobaeti  je. Wideo,non-toxic,non-bullying
@AL-SADR_8647,2025-03-01T02:02:26Z,2025-03-01T02:02:26Z,1,CAN HE SUCK PUTIN ANY HARDER?,"toxicity, identity_attack, threat",bullying
@FireyFoxyGodGamer,2025-01-19T11:12:42Z,2025-01-19T11:12:42Z,0,Bro night fox is in there😮,non-toxic,non-bullying
@maxw5229,2025-02-28T20:35:15Z,2025-02-28T20:35:15Z,0,Crazy people as our world leaders every where,"toxicity, threat",bullying
@mateusamaral8409,2018-09-24T02:50:10Z,2018-09-24T02:50:10Z,0,🇧🇷,non-toxic,non-bullying
@nidhirattan1875,2020-09-09T10:41:05Z,2020-09-09T10:41:05Z,1,Fuck bullywood,"toxicity, identity_attack, threat",bullying
@Mia-fv4lf,2025-03-04T13:32:29Z,2025-03-04T13:32:29Z,0,"May I ask, I am Asian. With this kind of behavior of a leader. How did Trump Won the election??? Disgusting man","toxicity, threat",bullying
@warrick3w881,2025-03-01T05:35:11Z,2025-03-01T05:35:11Z,0,Dem a treat di man like him a bway. Fuckry ting 😒,"toxicity, identity_attack, threat",bullying
@Ublomor,2025-03-01T13:03:39Z,2025-03-01T13:03:39Z,1,Let&#39;s remember that Zelensky is a comedian and a buffoon,"toxicity, threat",bullying
@Lanius17,2025-02-28T21:45:45Z,2025-02-28T21:45:45Z,0,Trump is big mad,"toxicity, threat",bullying
@jojolacaliboy4670,2019-02-24T09:30:25Z,2019-02-24T09:30:25Z,0,I think they broke their phones,non-toxic,non-bullying
@rose-marieclarke6206,2025-03-09T01:21:53Z,2025-03-09T01:21:53Z,0,"😢 omg, that is the worst thing to watch. Donald Trump treated  an other President this way that is disgusting","toxicity, threat",bullying
@shafricmogambi7372,2024-04-05T20:29:26Z,2024-04-05T20:29:26Z,1,A killer trying to fight back is absurd,"toxicity, threat",bullying
@MrRobloxdoesthework,2025-01-05T15:44:48Z,2025-01-05T15:44:48Z,0,This is so much better than those crappy backyard squid games,"toxicity, identity_attack",bullying
@savov007,2025-03-02T00:17:55Z,2025-03-02T00:18:16Z,0,"You are looking for weapons to continue the bloodshed just to stay in power. I hope America will see that you are just a rabid little poodle biting the hand that feeds it, and you know what to do with a rabid dog","toxicity, threat",bullying
@arjunshokeen5067,2025-03-15T15:18:47Z,2025-03-15T15:18:47Z,2,This stupid comedian should know they cannot win against Russia no matter what kind of weapon they will have,"toxicity, threat",bullying
@amirx-x5s,2024-06-09T11:48:10Z,2024-06-09T11:48:10Z,13,free Palestinian from Algeria 🇩🇿,non-toxic,non-bullying
@SkyPlaysYT,2017-03-23T04:36:08Z,2017-03-23T04:36:39Z,0,"rip the first guys phone <a href=""https://www.youtube.com/watch?v=ZJoCo-GYa3E&amp;t=47"">00:47</a>",non-toxic,non-bullying
@ТаратаИван,2017-09-19T14:06:20Z,2017-09-19T14:06:20Z,0,Fuck yuo niga,"toxicity, identity_attack, threat",bullying
@deakondigital,2025-03-01T00:05:32Z,2025-03-01T00:05:32Z,0,Trump and Vance are one hell of a team!,"toxicity, threat",bullying
@lucieneferreira6120,2017-06-13T12:04:01Z,2017-06-13T12:04:01Z,0,kkkkkk,non-toxic,non-bullying
@IgaBartniak-j2q,2025-02-09T20:25:46Z,2025-02-09T20:25:46Z,0,"<a href=""https://www.youtube.com/watch?v=0e3GPea1Tyg&amp;t=1081"">18:01</a>",non-toxic,non-bullying
@XYZ-qi6rb,2024-02-15T02:10:15Z,2024-02-15T02:11:12Z,2,Stop blurring it Dammit!,"toxicity, identity_attack",bullying
@sarahplayshergamesxo8407,2018-07-30T22:22:53Z,2018-07-30T22:23:11Z,0,<b>pranking people with their girlfriend cheating on them (IN THE HOOD) (GONE WRONG) (GONE SEXUAL)</b>,toxicity,bullying
@shrisharu,2025-03-01T09:55:28Z,2025-03-01T09:55:28Z,1,Great job trump 👌 he came and every damn war is stopping!<br>This is how leader should be!,"toxicity, identity_attack",bullying
@linberius,2025-03-14T18:23:44Z,2025-03-14T18:23:44Z,3,americans should be ashamed,"toxicity, insult",bullying
@maikemin7841,2025-03-01T06:06:23Z,2025-03-01T06:06:23Z,0,Trump and his buddy are just a joke. I can&#39;t believe how stupid they are!,"toxicity, threat",bullying
@carlosorivall8140,2025-03-22T01:08:20Z,2025-03-22T01:08:20Z,0,Hola,non-toxic,non-bullying
@-daniel7371,2017-07-29T21:49:14Z,2017-07-29T21:49:14Z,0,First one injured his leg and cracked his phone 😟,non-toxic,non-bullying
@NandaKumar-xt1wb,2025-04-24T16:45:26Z,2025-04-24T16:45:26Z,0,It is zelensky mistake or else he would suffer,non-toxic,non-bullying
@Sur98628,2020-01-04T16:58:06Z,2020-01-04T16:58:06Z,1,This is not national want to know.. they are jocker,"toxicity, threat",bullying
@vishaldhar420,2018-07-14T18:17:52Z,2018-07-14T18:17:52Z,0,men are men,non-toxic,non-bullying
@Watchandcommenti9g,2024-02-08T10:24:09Z,2024-02-08T10:24:09Z,1,The American court is the most useless in the world... Soo horrible ... They still let the murderer live.... This is why many murderers out there are not afraid of the court decision... I&#39;m very shocked listening 🎧 der decision ... They are not afraid of your law.....,"toxicity, threat",bullying
@Albert24287,2025-02-28T22:47:20Z,2025-02-28T22:47:20Z,58,They are carrying out a media circus to humiliate him.,non-toxic,non-bullying
@Noel_Aespa,2025-03-01T07:36:35Z,2025-03-01T07:36:35Z,0,I love zelensky,non-toxic,non-bullying
@gustavovieira5971,2025-03-05T11:40:29Z,2025-03-05T11:40:29Z,0,❤❤❤❤❤❤❤❤,non-toxic,non-bullying
@Ed-qz1dh,2025-02-28T20:43:10Z,2025-02-28T20:43:10Z,0,Zelensky is a THUG!,"toxicity, threat",bullying
@Yamaccckral,2025-02-12T10:34:13Z,2025-02-12T10:34:13Z,0,🇹🇷,non-toxic,non-bullying
@followthepinkline,2025-03-01T05:40:57Z,2025-03-01T05:40:57Z,0,Scamlemski making passive aggressive threats😂.<br><br>Expose him!,non-toxic,non-bullying
@mohammadhadiraza6510,2019-07-16T13:05:09Z,2019-07-16T13:05:09Z,1,Abe it I sakhti se kabhi modi ko puchh liya kar. Fucking bootlicker of modi and Amit shah,"toxicity, identity_attack, threat",bullying
@thewitchdoctorofficial,2025-03-01T08:06:18Z,2025-03-01T08:06:18Z,1,"Trump and Vance are a horrible, really feel for the Americans who regret voting for this fool. We in the UK and Europe support Zelenskyy.","toxicity, threat",bullying
@chaitanyasharma9062,2020-10-05T15:28:29Z,2020-10-05T15:28:29Z,0,"Isko ass-noob ko koi ganda moza sungaao bhai , hosh me laao.","toxicity, identity_attack",bullying
@TaslimShaik-lz4fn,2024-03-25T04:32:00Z,2024-03-25T04:32:00Z,0,❤❤❤,non-toxic,non-bullying
@robertamauryfortunato5386,2018-07-02T01:57:34Z,2018-07-02T01:57:34Z,0,lo devuelven cierto,non-toxic,non-bullying
@ginabrunetti2728,2025-02-28T22:12:30Z,2025-02-28T22:12:30Z,2,"Zelensky isn’t grateful enough??? Ukraine’s citizens, both civilians and soldiers, are fighting and dying, while Trump insults. America and the rest of the world is looking for Ukraine to hold the line of democracy… how selfish and embarrassing for our country to have Vance and Trump speaking for us.",non-toxic,non-bullying
@chandlerbeevlogz,2017-03-21T03:29:34Z,2017-03-21T03:29:34Z,0,"Maaaaane, best believe I woulda popped them shoes off too quick and been right after yo ass😂😂😂😂😂","toxicity, identity_attack",bullying
@imonlyjesting8843,2025-03-02T00:50:18Z,2025-03-02T00:50:18Z,1,"So many dumb, angry liberals in the comments. It&#39;s glorious.","toxicity, threat",bullying
@KieranArt,2025-04-07T10:49:46Z,2025-04-07T10:51:37Z,1,"Vance has double standards, he wears hoodies in press conferences, plans war through whatsapp (which was leaked). Doesn&#39;t wear suits in press conferences. They have no conscience or brain. Trump is impulsive and stupid.","toxicity, threat",bullying
@ninnellovrik,2025-03-03T15:19:10Z,2025-03-03T15:19:10Z,0,"No sympathy for Zelensky,  but USA STARTED this war( just like any other after WW2), and Trump is just a player in a row bad cop good cop.....honestly the world is full of idiots tolerating ( or worse, falling for) this tragic charade....","toxicity, threat",bullying
@Stretchlessbeauty,2024-05-11T18:01:42Z,2024-05-11T18:01:42Z,0,"Wow how adorable, all those white cop&#39;s standing in solidarity shielding and protecting the terrorist killer from the black people.. 🙄🙄🙄",toxicity,bullying
@thiiirdiii,2025-01-01T03:11:49Z,2025-01-01T03:11:49Z,1,Anyone here after season 3?,non-toxic,non-bullying
@Gary68_Melb,2025-03-06T08:12:11Z,2025-03-06T08:12:11Z,1,"Oh my god, this Ukrainian president is clearly incompetent and needs to be replaced asap.<br>I want the best for Ukraine and it&#39;s people however no sane person would ignore President Trump&#39;s advice and support.<br>I believe Zelensky is under too much pressure and needs to step down.","toxicity, threat",bullying
@K-pw6ge,2025-03-01T16:21:26Z,2025-03-01T16:21:26Z,6,This Americans chose president? seriously? I never stand for anyone but this time Zelensky I stand for your side.,non-toxic,non-bullying
